常看的多数台需开启ipv6,#genre#
cctv7,http://116.179.138.88:8888/rtp/226.0.2.159:9184
cctv8,http://116.179.138.88:8888/rtp/226.0.2.211:9600
cctv9,http://116.179.138.88:8888/rtp/226.0.2.161:9200
cctv10,http://116.179.138.88:8888/rtp/226.0.2.162:9208
cctv12,http://116.179.138.88:8888/rtp/226.0.2.164:9224
cctv13,http://116.179.138.88:8888/rtp/226.0.2.165:9232
cctv14,http://116.179.138.88:8888/rtp/226.0.2.166:9240
cctv5+,http://116.179.138.88:8888/rtp/226.0.2.168:9256
cctv16,http://116.179.138.88:8888/rtp/226.0.2.169:9264
cctv17,http://116.179.138.88:8888/rtp/226.0.2.170:9272

cctv1,http://116.179.138.88:8888/rtp/226.0.2.18:8056
cctv2,http://116.179.138.88:8888/rtp/226.0.2.19:8064
cctv3,http://116.179.138.88:8888/rtp/226.0.2.20:8072
cctv4,http://116.179.138.88:8888/rtp/226.0.2.21:8080
cctv5,http://116.179.138.88:8888/rtp/226.0.2.22:8088
cctv6,http://116.179.138.88:8888/rtp/226.0.2.23:8096
cctv7,http://116.179.138.88:8888/rtp/226.0.2.24:8104
cctv8,http://116.179.138.88:8888/rtp/226.0.2.25:8112
cctv9,http://116.179.138.88:8888/rtp/226.0.2.26:8120
cctv10,http://116.179.138.88:8888/rtp/226.0.2.27:8128
cctv11,http://116.179.138.88:8888/rtp/226.0.2.28:8136
cctv12,http://116.179.138.88:8888/rtp/226.0.2.29:8144
cctv13,http://116.179.138.88:8888/rtp/226.0.2.30:8152
cctv14,http://116.179.138.88:8888/rtp/226.0.2.31:8160
cctv15,http://116.179.138.88:8888/rtp/226.0.2.32:8168
cctv17,http://116.179.138.88:8888/rtp/226.0.2.207:9568



重庆科教,http://183.66.15.146:60901/tsfile/live/0016_1.m3u8
重庆卫视,http://183.66.15.146:60901/tsfile/live/0018_1.m3u8
重庆新闻,http://183.66.15.146:60901/tsfile/live/0019_1.m3u8
重庆少儿,http://183.66.15.146:60901/tsfile/live/1000_1.m3u8
重庆都市,http://183.66.15.146:60901/tsfile/live/1001_1.m3u8
重庆时尚,http://183.66.15.146:60901/tsfile/live/1002_1.m3u8
重庆文体娱乐,http://183.66.15.146:60901/tsfile/live/1003_1.m3u8
重庆公共农村,http://183.66.15.146:60901/tsfile/live/1005_1.m3u8
湖南卫视,http://183.66.15.146:60901/tsfile/live/0128_1.m3u8
浙江卫视,http://183.66.15.146:60901/tsfile/live/0124_1.m3u8
江苏卫视,http://183.66.15.146:60901/tsfile/live/0127_1.m3u8
安徽卫视,http://183.66.15.146:60901/tsfile/live/0130_1.m3u8
北京卫视,http://183.66.15.146:60901/tsfile/live/0122_1.m3u8
天津卫视,http://183.66.15.146:60901/tsfile/live/0135_1.m3u8
辽宁卫视,http://183.66.15.146:60901/tsfile/live/0121_1.m3u8
山东卫视,http://183.66.15.146:60901/tsfile/live/0131_1.m3u8
黑龙江卫视,http://183.66.15.146:60901/tsfile/live/0143_1.m3u8
深圳卫视,http://183.66.15.146:60901/tsfile/live/0126_1.m3u8
湖北卫视,http://183.66.15.146:60901/tsfile/live/0132_1.m3u8
上海卫视,http://183.66.15.146:60901/tsfile/live/0107_1.m3u8
纪实高清,http://183.66.15.146:60901/tsfile/live/1018_1.m3u8
河北卫视,http://183.66.15.146:60901/tsfile/live/0117_1.m3u8
贵州卫视,http://183.66.15.146:60901/tsfile/live/0120_1.m3u8
东南卫视,http://183.66.15.146:60901/tsfile/live/0137_1.m3u8
广东卫视,http://183.66.15.146:60901/tsfile/live/0125_1.m3u8
青海卫视,http://183.66.15.146:60901/tsfile/live/0140_1.m3u8
西藏卫视,http://183.66.15.146:60901/tsfile/live/0111_1.m3u8
内蒙古卫视,http://183.66.15.146:60901/tsfile/live/0109_1.m3u8
新疆卫视,http://183.66.15.146:60901/tsfile/live/0110_1.m3u8
兵团卫视,http://183.66.15.146:60901/tsfile/live/0115_1.m3u8
甘肃卫视,http://183.66.15.146:60901/tsfile/live/0141_1.m3u8
宁夏卫视,http://183.66.15.146:60901/tsfile/live/0112_1.m3u8
都市剧场,http://183.66.15.146:60901/tsfile/live/1023_1.m3u8
金鹰卡通,http://183.66.15.146:60901/tsfile/live/0117_2.m3u8
嘉佳卡通,http://183.66.15.146:60901/tsfile/live/0119_1.m3u8
卡酷动画,http://183.66.15.146:60901/tsfile/live/0126_2.m3u8
少儿动画,http://183.66.15.146:60901/tsfile/live/0140_2.m3u8
经典电影,http://183.66.15.146:60901/tsfile/live/0111_2.m3u8
喜剧影院,http://183.66.15.146:60901/tsfile/live/0109_2.m3u8
动作影院,http://183.66.15.146:60901/tsfile/live/0110_2.m3u8

重庆新闻HD,http://211.158.48.108:8008/udp/225.0.4.188:7980
重庆社会与法HD,http://211.158.48.108:8008/udp/225.0.4.190:7980
重庆少儿HD,http://211.158.48.108:8008/udp/225.0.4.191:7980
重庆影视HD,http://211.158.48.108:8008/udp/225.0.4.192:7980
重庆科教HD,http://211.158.48.108:8008/udp/225.0.4.193:7980
重庆娱乐HD,http://211.158.48.108:8008/udp/225.0.4.194:7980
重庆汽摩HD,http://211.158.48.108:8008/udp/225.0.4.195:7980
重庆时尚生活HD,http://211.158.48.108:8008/udp/225.0.4.196:7980
重庆新农村HD,http://211.158.48.108:8008/udp/225.0.4.189:7980
时尚购物HD,http://211.158.48.108:8008/udp/225.0.4.198:7980
湖南卫视,http://211.158.48.108:8008/udp/225.0.4.75:7980
浙江卫视,http://211.158.48.108:8008/udp/225.0.4.81:7980
江苏卫视,http://211.158.48.108:8008/udp/225.0.4.79:7980
安徽卫视,http://211.158.48.108:8008/udp/225.0.4.133:7980
广东卫视,http://211.158.48.108:8008/udp/225.0.4.84:7980
北京卫视,http://211.158.48.108:8008/udp/225.0.4.78:7980
天津卫视,http://211.158.48.108:8008/udp/225.0.4.82:7980
辽宁卫视,http://211.158.48.108:8008/udp/225.0.4.98:7980
东方卫视,http://211.158.48.108:8008/udp/225.0.4.80:7980
纪实HD,http://211.158.48.108:8008/udp/225.0.4.99:7980
河北卫视,http://211.158.48.108:8008/udp/225.0.4.174:7980
贵州卫视,http://211.158.48.108:8008/udp/225.0.4.175:7980
山东卫视,http://211.158.48.108:8008/udp/225.0.4.199:7980
东南卫视,http://211.158.48.108:8008/udp/225.0.4.200:7980
黑龙江卫视,http://211.158.48.108:8008/udp/225.0.4.201:7980
深圳卫视,http://211.158.48.108:8008/udp/225.0.4.202:7980
江西卫视,http://211.158.48.108:8008/udp/225.0.4.203:7980
四川卫视,http://211.158.48.108:8008/udp/225.0.4.204:7980
CQTV少儿,http://211.158.48.108:8008/udp/225.0.4.71:7980
爱生活,http://211.158.48.108:8008/udp/225.0.4.164:7980
IPTV相声小品,http://211.158.48.108:8008/udp/225.0.4.56:7980
IPTV野外,http://211.158.48.108:8008/udp/225.0.4.57:7980
IPTV3+,http://211.158.48.108:8008/udp/225.0.4.51:7980
IPTV5+,http://211.158.48.108:8008/udp/225.0.4.53:7980
IPTV6+,http://211.158.48.108:8008/udp/225.0.4.50:7980
IPTV8+,http://211.158.48.108:8008/udp/225.0.4.54:7980
经典电影,http://211.158.48.108:8008/udp/225.0.4.48:7980
解密,http://211.158.48.108:8008/udp/225.0.4.153:7980
全纪实,http://211.158.48.108:8008/udp/225.0.4.113:7980
纪实HD,http://211.158.48.108:8008/udp/225.0.4.99:7980
地理,http://211.158.48.108:8008/udp/225.0.4.149:7980
古装剧场,http://211.158.48.108:8008/udp/225.0.4.147:7980
武侠剧场,http://211.158.48.108:8008/udp/225.0.4.168:7980
军旅剧场,http://211.158.48.108:8008/udp/225.0.4.146:7980
喜剧影院,http://211.158.48.108:8008/udp/225.0.4.169:7980
动作影院,http://211.158.48.108:8008/udp/225.0.4.170:7980
家庭影院,http://211.158.48.108:8008/udp/225.0.4.171:7980
星影,http://211.158.48.108:8008/udp/225.0.4.172:7980






直播中国,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001

CGTN英语,https://0472.org/hls/cgtn.m3u8
CGTN记录,https://0472.org/hls/cgtnd.m3u8
CGTN俄语,https://0472.org/hls/cgtne.m3u8
CGTN法语,https://0472.org/hls/cgtnf.m3u8
CGTN西语,https://0472.org/hls/cgtnx.m3u8
CGTN阿语,https://0472.org/hls/cgtna.m3u8

香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8






重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv



新视觉HD,http://120.76.248.139/live/bfgd/4200000249.m3u8



CCTV央视台球高清,http://116.179.138.88:8888/rtp/226.0.2.216:9640$山西联通184
CCTV高尔夫网球高清,http://116.179.138.88:8888/rtp/226.0.2.217:9648
CCTV电视指南高清,http://116.179.138.88:8888/rtp/226.0.2.218:9656
CCTV央视文化精品高清,http://116.179.138.88:8888/rtp/226.0.2.219:9664
CCTV风云音乐高清,http://116.179.138.88:8888/rtp/226.0.2.220:9672
CCTV第一剧场高清,http://116.179.138.88:8888/rtp/226.0.2.221:9680
CCTV世界地理高清,http://116.179.138.88:8888/rtp/226.0.2.222:9688
CCTV兵器科技高清,http://116.179.138.88:8888/rtp/226.0.2.223:9696
CCTV怀旧剧场高清,http://116.179.138.88:8888/rtp/226.0.2.224:9704
CCTV风云足球高清,http://116.179.138.88:8888/rtp/226.0.2.225:9712
CCTV女性时尚高清,http://116.179.138.88:8888/rtp/226.0.2.226:9720
CCTV风云剧场高清,http://116.179.138.88:8888/rtp/226.0.2.227:9728



CCTV女性时尚高清,http://223.8.210.31:8083/udp/239.1.1.89:8089$山西电信117
CCTV电视指南高清,http://223.8.210.31:8083/udp/239.1.1.90:8090
CCTV央视文化精品高清,http://223.8.210.31:8083/udp/239.1.1.91:8091
CCTV风云剧场高清,http://223.8.210.31:8083/udp/239.1.1.93:8093
CCTV第一剧场高清,http://223.8.210.31:8083/udp/239.1.1.94:8094
CCTV怀旧剧场高请,http://223.8.210.31:8083/udp/239.1.1.95:8095
CCTV风云音乐高请,http://223.8.210.31:8083/udp/239.1.1.96:8096
CCTV兵器科技高清,http://223.8.210.31:8083/udp/239.1.1.97:8097
CCTV世界地理高清,http://223.8.210.31:8083/udp/239.1.1.99:8099
CCTV央视台球高清,http://223.8.210.31:8083/udp/239.1.1.100:8100
CCTV风云足球高清,http://223.8.210.31:8083/udp/239.1.1.101:8101
CCTV高尔夫网球高清,http://223.8.210.31:8083/udp/239.1.1.102:8102


CCTV女性时尚高清,http://223.8.210.31:8083/udp/239.1.1.89:8089
CCTV电视指南高清,http://223.8.210.31:8083/udp/239.1.1.90:8090
CCTV央视文化精品高清,http://223.8.210.31:8083/udp/239.1.1.91:8091
CCTV风云剧场高清,http://223.8.210.31:8083/udp/239.1.1.93:8093
CCTV第一剧场高清,http://223.8.210.31:8083/udp/239.1.1.94:8094
CCTV怀旧剧场高请,http://223.8.210.31:8083/udp/239.1.1.95:8095
CCTV风云音乐高请,http://223.8.210.31:8083/udp/239.1.1.96:8096
CCTV兵器科技高清,http://223.8.210.31:8083/udp/239.1.1.97:8097
CCTV世界地理高清,http://223.8.210.31:8083/udp/239.1.1.99:8099
CCTV央视台球高清,http://223.8.210.31:8083/udp/239.1.1.100:8100
CCTV风云足球高清,http://223.8.210.31:8083/udp/239.1.1.101:8101
CCTV高尔夫网球高清,http://223.8.210.31:8083/udp/239.1.1.102:8102





爱上4K,http://171.213.154.186:9090/udp/239.93.0.97:5140
爱上4K,
爱上4K,http://125.80.251.184:7788/rtp/235.254.198.102:7980
河南卫视4K,http://171.213.154.186:9090/udp/239.93.1.113:5140
CCTV13新闻4K,http://171.213.154.186:9090/udp/239.93.1.251:8224
CCTV4K,
CCTV4K,
CCTV4K,http://113.65.212.161:4000/udp/239.77.0.174:5146
津津悦读4K,http://171.213.154.186:9090/udp/239.93.1.197:5140
中录动漫4K,http://171.213.154.186:9090/udp/239.93.1.188:5140
超清电影4K,http://171.213.154.186:9090/udp/239.93.1.156:5140
乐享超清4K,http://171.213.154.186:9090/udp/239.93.0.43:5140
亲子趣学4K,http://171.213.154.186:9090/udp/239.93.1.191:5140
绚影4K,http://171.213.154.186:9090/udp/239.93.42.33:5140

风云足球,http://223.8.210.31:8083/udp/239.1.1.101:8101
风云足球,http://223.8.210.31:8083/udp/239.1.1.101:8101
风云足球,=fyzq$重庆有线风云足球
风云足球,=fyzq$重庆有线风云足球


CGTN英语,http://171.213.154.186:9090/udp/239.93.0.104:5140
CGTN英语,http://211.158.48.108:8008/udp/225.0.4.12:7980
CGTN英语,http://113.65.212.161:4000/udp/239.77.0.199:5146
CGTN,http://113.65.212.161:4000/udp/239.77.0.45:5146
CGTN,http://113.205.28.179:11111/udp/225.0.4.12:7980
CGTN,

湖南卫视,http://171.213.154.186:9090/udp/239.93.0.88:5140
湖南卫视,http://211.158.48.108:8008/udp/225.0.4.75:7980
湖南卫视,http://113.65.212.161:4000/udp/239.77.0.88:5146
湖南卫视,http://223.8.210.31:8083/udp/239.1.1.28:8028
江苏卫视,http://171.213.154.186:9090/udp/239.93.0.89:5140
江苏卫视,http://211.158.48.108:8008/udp/225.0.4.79:7980
江苏卫视,http://113.65.212.161:4000/udp/239.77.0.90:5146
浙江卫视,http://171.213.154.186:9090/udp/239.93.0.124:5140
浙江卫视,http://211.158.48.108:8008/udp/225.0.4.81:7980
浙江卫视,http://113.65.212.161:4000/udp/239.77.0.89:5146
北京卫视,http://171.213.154.186:9090/udp/239.93.0.180:5140
北京卫视,http://211.158.48.108:8008/udp/225.0.4.78:7980
北京卫视,http://113.65.212.161:4000/udp/239.77.1.151:5146
重庆卫视,http://171.213.154.186:9090/udp/239.93.1.107:5140
重庆卫视,http://211.158.48.108:8008/udp/225.0.4.187:7980
重庆卫视,http://113.65.212.161:4000/udp/239.77.1.162:5146



四川卫视,http://171.213.154.186:9090/udp/239.93.0.169:5140
四川卫视,http://211.158.48.108:8008/udp/225.0.4.204:7980
四川卫视,http://113.65.212.161:4000/udp/239.77.0.159:5146
四川卫视,http://223.8.210.31:8083/udp/239.1.1.29:8029
SCTV-2,http://171.213.154.186:9090/udp/239.93.1.101:5140
SCTV-3,http://171.213.154.186:9090/udp/239.93.1.102:5140
SCTV-4,http://171.213.154.186:9090/udp/239.93.0.47:5140
SCTV-5,http://171.213.154.186:9090/udp/239.93.0.166:5140
SCTV-7,http://171.213.154.186:9090/udp/239.93.0.219:5140
SCTV科教,http://171.213.154.186:9090/udp/239.93.42.44:5140
CDTV-2,http://171.213.154.186:9090/udp/239.93.0.17:1239
CDTV-3,http://171.213.154.186:9090/udp/239.93.0.18:1238
CDTV-5,http://171.213.154.186:9090/udp/239.93.1.231:5140
CDTV-6,http://171.213.154.186:9090/udp/239.93.0.21:1251
成都体育,
熊猫体娱,http://171.213.154.186:9090/udp/239.93.0.94:5140
熊猫新闻,http://171.213.154.186:9090/udp/239.93.1.112:5140
熊猫频道,
HD看电影,http://171.213.154.186:9090/udp/239.93.42.47:5140
四川乡村,http://171.213.154.186:9090/udp/239.93.0.52:5140
康巴卫视,http://171.213.154.186:9090/udp/239.93.0.41:5140

四川影视文艺,http://171.213.154.186:9090/udp/239.93.0.166:5140
四川新闻,http://171.213.154.186:9090/udp/239.93.0.47:5140
四川经济,http://171.213.154.186:9090/udp/239.93.1.102:5140
峨眉电影,http://171.213.154.186:9090/udp/239.93.1.54:5140



东方卫视,http://171.213.154.186:9090/udp/239.93.0.123:5140
东方卫视,http://211.158.48.108:8008/udp/225.0.4.80:7980
东方卫视,http://113.65.212.161:4000/udp/239.77.1.218:5146

深圳卫视,http://171.213.154.186:9090/udp/239.93.0.182:5140
深圳卫视,http://211.158.48.108:8008/udp/225.0.4.202:7980
深圳卫视,http://113.65.212.161:4000/udp/239.77.0.130:5146
深圳卫视,http://223.8.210.31:8083/udp/239.1.1.39:8039
深圳都市,http://113.65.212.161:4000/udp/239.77.1.176:5146
深圳电视剧,http://113.65.212.161:4000/udp/239.77.1.177:5146
深圳财经生活,http://113.65.212.161:4000/udp/239.77.1.242:5146
深圳娱乐,http://113.65.212.161:4000/udp/239.77.1.243:5146
深圳体育,http://113.65.212.161:4000/udp/239.77.1.128:5146
深圳少儿,http://113.65.212.161:4000/udp/239.77.1.244:5146
深圳公共,http://113.65.212.161:4000/udp/239.77.1.126:5146
HZTV-1,http://113.65.212.161:4000/udp/239.77.1.232:5146
HZTV-2,http://113.65.212.161:4000/udp/239.77.1.233:5146
珠海-1,http://113.65.212.161:4000/udp/239.77.0.155:5146
珠海-2,http://113.65.212.161:4000/udp/239.77.0.154:5146


广东卫视,http://171.213.154.186:9090/udp/239.93.0.181:5140
广东卫视,http://211.158.48.108:8008/udp/225.0.4.84:7980
广东卫视,http://113.65.212.161:4000/udp/239.77.0.166:5146
广东卫视,http://223.8.210.31:8083/udp/239.1.1.49:8049
广东珠江,http://113.65.212.161:4000/udp/239.77.0.114:5146
广东体育,http://113.65.212.161:4000/udp/239.77.0.168:5146
经济科教,http://113.65.212.161:4000/udp/239.77.0.167:5146
广东影视,http://113.65.212.161:4000/udp/239.77.0.217:5146
南国都市4K,http://113.65.212.161:4000/udp/239.253.43.99:5146
广东综艺4K,http://113.65.212.161:4000/udp/239.77.1.237:5146
广州综合,http://113.65.212.161:4000/udp/239.253.43.71:5146
广州新闻,http://113.65.212.161:4000/udp/239.253.43.72:5146
广州影视,http://113.65.212.161:4000/udp/239.253.43.73:5146
广州竞赛,http://113.65.212.161:4000/udp/239.253.43.75:5146



天津卫视,http://171.213.154.186:9090/udp/239.93.0.167:5140
天津卫视,http://211.158.48.108:8008/udp/225.0.4.82:7980
天津卫视,http://113.65.212.161:4000/udp/239.77.0.131:5146
山东卫视,http://171.213.154.186:9090/udp/239.93.0.168:5140
山东卫视,http://211.158.48.108:8008/udp/225.0.4.199:7980
山东卫视,http://113.65.212.161:4000/udp/239.77.0.94:5146
江西卫视,http://171.213.154.186:9090/udp/239.93.0.134:5140
江西卫视,http://211.158.48.108:8008/udp/225.0.4.203:7980
江西卫视,http://113.65.212.161:4000/udp/239.77.1.219:5146
东南卫视,http://171.213.154.186:9090/udp/239.93.0.42:5140
东南卫视,http://211.158.48.108:8008/udp/225.0.4.200:7980
东南卫视,http://113.65.212.161:4000/udp/239.77.1.104:5146
黑龙江卫视,http://171.213.154.186:9090/udp/239.93.0.183:5140
黑龙江卫视,http://211.158.48.108:8008/udp/225.0.4.201:7980
黑龙江卫视,http://113.65.212.161:4000/udp/239.77.0.124:5146
贵州卫视,http://171.213.154.186:9090/udp/239.93.0.131:5140
贵州卫视,http://211.158.48.108:8008/udp/225.0.4.175:7980
贵州卫视,http://113.65.212.161:4000/udp/239.77.1.221:5146
湖北卫视,http://171.213.154.186:9090/udp/239.93.0.250:5140
湖北卫视,http://113.65.212.161:4000/udp/239.77.1.93:5146
湖北卫视,http://113.65.212.161:4000/udp/239.77.0.128:5146
安徽卫视,http://171.213.154.186:9090/udp/239.93.1.106:5140
安徽卫视,http://211.158.48.108:8008/udp/225.0.4.133:7980
安徽卫视,http://113.65.212.161:4000/udp/239.77.1.92:5146
河北卫视,http://171.213.154.186:9090/udp/239.93.0.132:5140
河北卫视,http://211.158.48.108:8008/udp/225.0.4.174:7980
河北卫视,http://113.65.212.161:4000/udp/239.77.1.214:5146
辽宁卫视,http://171.213.154.186:9090/udp/239.93.1.108:5140
辽宁卫视,http://211.158.48.108:8008/udp/225.0.4.98:7980
辽宁卫视,http://113.65.212.161:4000/udp/239.77.0.123:5146
云南卫视,http://171.213.154.186:9090/udp/239.93.1.174:5140
云南卫视,http://113.65.212.161:4000/udp/239.253.43.37:5146
云南卫视,http://113.65.212.161:4000/udp/239.253.43.100:5146
河南卫视,http://171.213.154.186:9090/udp/239.93.42.45:5140
河南卫视,http://113.65.212.161:4000/udp/239.77.0.17:5146
河南卫视,http://113.65.212.161:4000/udp/239.77.1.229:5146
广西卫视,http://171.213.154.186:9090/udp/239.93.42.46:5140
广西卫视,
广西卫视,
吉林卫视,http://171.213.154.186:9090/udp/239.93.0.248:5140
吉林卫视,
吉林卫视,
甘肃卫视,http://171.213.154.186:9090/udp/239.93.0.81:5140
甘肃卫视,
甘肃卫视,
凤凰资讯,http://171.213.154.186:9090/udp/239.93.0.118:2191
凤凰资讯,http://183.1.251.56:8081/hls/36/index.m3u8
凤凰资讯,
凤凰中文,http://171.213.154.186:9090/udp/239.93.0.162:2192
凤凰中文,http://183.1.251.56:8081/hls/37/index.m3u8
凤凰中文,
凤凰香港,http://line.premiumpowers.net/play/live.php?mac=00:1A:79:73:45:10&extension=ts&stream=153402
凤凰香港,http://183.1.251.56:8081/hls/38/index.m3u8
凤凰香港,

吉林卫视,http://223.8.210.31:8083/udp/239.1.1.30:8030
上海卫视,http://223.8.210.31:8083/udp/239.1.1.31:8031
湖北卫视,http://223.8.210.31:8083/udp/239.1.1.32:8032
东南卫视,http://223.8.210.31:8083/udp/239.1.1.33:8033
河南卫视,http://223.8.210.31:8083/udp/239.1.1.34:8034
江苏卫视,http://223.8.210.31:8083/udp/239.1.1.35:8035
重庆卫视,http://223.8.210.31:8083/udp/239.1.1.36:8036
黑龙江卫视,http://223.8.210.31:8083/udp/239.1.1.37:8037
浙江卫视,http://223.8.210.31:8083/udp/239.1.1.38:8038

北京卫视,http://223.8.210.31:8083/udp/239.1.1.41:8041
辽宁卫视,http://223.8.210.31:8083/udp/239.1.1.42:8042
贵州卫视,http://223.8.210.31:8083/udp/239.1.1.43:8043
安徽卫视,http://223.8.210.31:8083/udp/239.1.1.44:8044
纪实人文,http://223.8.210.31:8083/udp/239.1.1.45:8045
天津卫视,http://223.8.210.31:8083/udp/239.1.1.46:8046
山东卫视,http://223.8.210.31:8083/udp/239.1.1.47:8047
河北卫视,http://223.8.210.31:8083/udp/239.1.1.48:8048

江西卫视,http://223.8.210.31:8083/udp/239.1.1.52:8052
魅力足球高清,http://223.8.210.31:8083/udp/239.1.1.75:8075
生活时尚高清,http://223.8.210.31:8083/udp/239.1.1.76:8076
茶频道高清,http://223.8.210.31:8083/udp/239.1.1.77:8077
法治天地高清,http://223.8.210.31:8083/udp/239.1.1.79:8079
动漫秀场高清,http://223.8.210.31:8083/udp/239.1.1.80:8080
都市剧场高清,http://223.8.210.31:8083/udp/239.1.1.81:8081
金色学堂高清,http://223.8.210.31:8083/udp/239.1.1.82:8082
游戏风云高清,http://223.8.210.31:8083/udp/239.1.1.83:8083
乐游高清,http://223.8.210.31:8083/udp/239.1.1.84:8084
东方财经,http://223.8.210.31:8083/udp/239.1.1.85:8085
快乐垂钓高清,http://223.8.210.31:8083/udp/239.1.1.86:8086

山西卫视,http://223.8.210.31:8083/udp/239.1.1.1:8001
黄河电视台高清,http://223.8.210.31:8083/udp/239.1.1.2:8002
山西经济与科技高清,http://223.8.210.31:8083/udp/239.1.1.3:8003
山西影视高清,http://223.8.210.31:8083/udp/239.1.1.4:8004
山西社会与法治高清,http://223.8.210.31:8083/udp/239.1.1.5:8005
山西文体生活高清,http://223.8.210.31:8083/udp/239.1.1.6:8006
晋中综合高清,http://223.8.210.31:8083/udp/239.1.1.120:8120
晋中公共高清,http://223.8.210.31:8083/udp/239.1.1.121:8121
运城1台高清,http://223.8.210.31:8083/udp/239.1.1.123:8123
运城2台高清,http://223.8.210.31:8083/udp/239.1.1.124:8124
盐湖频道高清,http://223.8.210.31:8083/udp/239.1.1.125:8125




浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江教科,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
之江纪录,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江民生,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江经济,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江钱江,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8


内蒙新闻,https://livestream-bt.nmtv.cn/nmtv/2316general.m3u8?txSecret=b4373417a82ed64e52b0982a66da8df2&txTime=771E8800
内蒙经济,https://livestream-bt.nmtv.cn/nmtv/2317general.m3u8?txSecret=112b2c4c872de52b0f37aff6ead63ef0&txTime=771E8800
内蒙少儿,https://livestream-bt.nmtv.cn/nmtv/2318general.m3u8?txSecret=a2c948908728a0733cecbe1fadea23dc&txTime=771E8800
内蒙文体,https://livestream-bt.nmtv.cn/nmtv/2319general.m3u8?txSecret=c7b5c515d2bb6df442492d54955329a3&txTime=771E8800
内蒙农牧,https://livestream-bt.nmtv.cn/nmtv/2320general.m3u8?txSecret=4d368a175afa19737a9f5be10af24fe2&txTime=771E8800
蒙语卫视,https://livestream-bt.nmtv.cn/nmtv/2315general.m3u8?txSecret=4971666599ef9411629213c9a300bf66&txTime=771EF880
蒙语文化,https://livestream-bt.nmtv.cn/nmtv/2321general.m3u8?txSecret=d9d0fd7a252ef56b515c46a2e21830f4&txTime=771E8800
呼市新闻综合,https://livestream-bt.nmtv.cn/nmtv/2331general.m3u8?txSecret=4d7342ca5cd74480526ab6d292247aff&txTime=771E8800
包头新闻综合,https://livestream-bt.nmtv.cn/nmtv/2358general.m3u8?txSecret=98390a77c143a68f0fd64bfe6e181dcb&txTime=771E8800
鄂尔多斯新闻,https://livestream-bt.nmtv.cn/nmtv/2349general.m3u8?txSecret=e44477052aba305cadeea45aaf1c674a&txTime=771E8800
巴彦淖尔新闻,https://livestream-bt.nmtv.cn/nmtv/2348general.m3u8?txSecret=6a4ddce077e41b976fe33619fbef2b30&txTime=771E8800
赤峰新闻综合,https://livestream-bt.nmtv.cn/nmtv/2351general.m3u8?txSecret=8857087aeec2cec44d178a18550fdb8a&txTime=771E8800
乌兰察布新闻,https://livestream-bt.nmtv.cn/nmtv/2354general.m3u8?txSecret=cf5f71d0000862b18f5813607b3dfd5b&txTime=771E8800


CQTV少儿,http://211.158.48.108:8008/udp/225.0.4.71:7980
CQTV新农村,http://211.158.48.108:8008/udp/225.0.4.70:7980
CQTV时尚生活,http://211.158.48.108:8008/udp/225.0.4.69:7980
CQTV移动,http://211.158.48.108:8008/udp/225.0.4.68:7980
CQTV娱乐,http://211.158.48.108:8008/udp/225.0.4.65:7980
CQTV社会与法,http://211.158.48.108:8008/udp/225.0.4.64:7980
CQTV科教,http://211.158.48.108:8008/udp/225.0.4.63:7980
CQTV影视,http://211.158.48.108:8008/udp/225.0.4.62:7980
CQTV汽摩,http://211.158.48.108:8008/udp/225.0.4.61:7980
CQTV新闻,http://211.158.48.108:8008/udp/225.0.4.59:7980
CQTV移动HD,http://211.158.48.108:8008/udp/225.0.4.215:7980













CHC动作电影,http://116.179.138.88:8888/rtp/226.0.2.94:8012
CHC影迷电影,http://116.179.138.88:8888/rtp/226.0.2.93:8004
CHC家庭影院,http://116.179.138.88:8888/rtp/226.0.2.240:9820
CHC动作电影,
CHC影迷电影,
CHC家庭影院,
CHC动作电影,
CHC家庭影院,
CHC影迷电影,
邵氏影院,
怡寳影院,
神乐影院,
神乐影院,http://tc-tct.douyucdn2.cn/dyliveflv1/85894rmovieChow_2000.flv?wsAuth=7d054e041804e80af8aa7e975e2d8573&token=cpn-androidmpro-0-85894-a3575d938a4aa309c687f5fb85a1009fc65cfbeeb2672310&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=pla
神乐影院,
神乐影院,http://43.138.170.29:35455/douyu/85894
苹果影院,
特辑影院,
华语电影,
黑莓电影,
